Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas4850          Pavarde4850         10        3         9         8         6         0
Vardas4851          Pavarde4851         5         4         2         10        7         5
Vardas4852          Pavarde4852         5         8         7         3         4         9
Vardas4853          Pavarde4853         7         6         6         7         2         5
Vardas4854          Pavarde4854         4         2         7         2         7         5
Vardas4855          Pavarde4855         6         4         1         3         8         10
Vardas4856          Pavarde4856         0         8         7         3         7         2
Vardas4857          Pavarde4857         1         6         3         0         3         3
Vardas4858          Pavarde4858         10        9         1         8         6         7
Vardas4859          Pavarde4859         7         7         10        7         1         0
Vardas4860          Pavarde4860         5         0         3         9         10        8
Vardas4861          Pavarde4861         3         6         4         3         6         0
Vardas4862          Pavarde4862         10        7         2         8         1         1
Vardas4863          Pavarde4863         6         8         1         7         1         1
Vardas4864          Pavarde4864         4         7         1         2         8         5
Vardas4865          Pavarde4865         6         9         7         9         0         0
Vardas4866          Pavarde4866         0         4         6         5         8         1
Vardas4867          Pavarde4867         6         1         2         7         6         5
Vardas4868          Pavarde4868         1         3         1         0         2         7
Vardas4869          Pavarde4869         5         5         8         1         9         4
Vardas4870          Pavarde4870         10        0         5         10        3         0
Vardas4871          Pavarde4871         6         1         8         4         9         0
Vardas4872          Pavarde4872         1         4         6         6         4         4
Vardas4873          Pavarde4873         3         6         8         9         6         1
Vardas4874          Pavarde4874         8         7         3         7         8         3
Vardas4875          Pavarde4875         8         9         9         1         1         8
Vardas4876          Pavarde4876         10        7         4         6         5         5
Vardas4877          Pavarde4877         8         7         10        6         6         5
Vardas4878          Pavarde4878         2         6         0         5         9         2
Vardas4879          Pavarde4879         8         10        8         1         6         4
Vardas4880          Pavarde4880         10        7         9         9         7         2
Vardas4881          Pavarde4881         3         3         10        2         8         0
Vardas4882          Pavarde4882         3         6         2         7         10        2
Vardas4883          Pavarde4883         3         5         7         8         2         10
Vardas4884          Pavarde4884         5         5         7         1         3         5
Vardas4885          Pavarde4885         10        2         6         7         2         1
Vardas4886          Pavarde4886         4         7         8         4         2         2
Vardas4887          Pavarde4887         0         5         9         1         4         7
Vardas4888          Pavarde4888         4         9         4         1         3         6
Vardas4889          Pavarde4889         8         0         3         9         9         2
Vardas4890          Pavarde4890         0         9         5         3         4         8
Vardas4891          Pavarde4891         8         0         2         5         0         5
Vardas4892          Pavarde4892         8         9         9         7         1         10
Vardas4893          Pavarde4893         8         10        9         8         10        5
Vardas4894          Pavarde4894         1         3         1         2         1         4
Vardas4895          Pavarde4895         4         3         6         1         2         4
Vardas4896          Pavarde4896         9         1         8         0         0         5
Vardas4897          Pavarde4897         9         3         5         10        6         0
Vardas4898          Pavarde4898         7         1         0         9         6         0
Vardas4899          Pavarde4899         5         7         1         2         9         7
Vardas4900          Pavarde4900         5         10        6         4         10        6
Vardas4901          Pavarde4901         5         10        5         6         2         10
Vardas4902          Pavarde4902         3         7         0         4         6         10
Vardas4903          Pavarde4903         1         5         5         3         2         7
Vardas4904          Pavarde4904         1         9         9         6         3         6
Vardas4905          Pavarde4905         3         0         2         8         5         7
Vardas4906          Pavarde4906         1         5         2         10        9         4
Vardas4907          Pavarde4907         8         4         9         4         0         3
Vardas4908          Pavarde4908         4         3         9         2         1         6
Vardas4909          Pavarde4909         3         1         1         8         5         1
Vardas4910          Pavarde4910         9         8         0         2         9         7
Vardas4911          Pavarde4911         6         0         7         1         7         4
Vardas4912          Pavarde4912         9         10        10        9         7         0
Vardas4913          Pavarde4913         4         6         10        0         2         3
Vardas4914          Pavarde4914         1         6         4         4         7         4
Vardas4915          Pavarde4915         4         7         7         1         4         5
Vardas4916          Pavarde4916         0         0         7         2         6         5
Vardas4917          Pavarde4917         0         9         5         2         4         10
Vardas4918          Pavarde4918         2         6         2         5         1         6
Vardas4919          Pavarde4919         3         3         10        2         5         9
Vardas4920          Pavarde4920         9         7         6         4         3         6
Vardas4921          Pavarde4921         0         10        2         2         9         9
Vardas4922          Pavarde4922         0         7         7         4         1         4
Vardas4923          Pavarde4923         2         9         4         9         3         3
Vardas4924          Pavarde4924         0         5         6         9         5         3
Vardas4925          Pavarde4925         5         0         4         6         0         10
Vardas4926          Pavarde4926         2         2         9         1         8         0
Vardas4927          Pavarde4927         7         4         6         0         4         4
Vardas4928          Pavarde4928         4         7         8         4         10        6
Vardas4929          Pavarde4929         10        10        5         10        1         6
Vardas4930          Pavarde4930         7         7         0         1         6         4
Vardas4931          Pavarde4931         0         3         3         7         1         9
Vardas4932          Pavarde4932         6         8         10        4         4         3
Vardas4933          Pavarde4933         5         6         2         6         5         9
Vardas4934          Pavarde4934         1         0         1         8         3         9
Vardas4935          Pavarde4935         0         3         0         2         6         3
Vardas4936          Pavarde4936         10        3         6         8         4         4
Vardas4937          Pavarde4937         3         8         4         2         7         2
Vardas4938          Pavarde4938         0         9         6         7         3         6
Vardas4939          Pavarde4939         9         8         4         0         4         0
Vardas4940          Pavarde4940         5         9         6         4         8         6
Vardas4941          Pavarde4941         2         2         6         9         2         0
Vardas4942          Pavarde4942         10        0         7         7         8         1
Vardas4943          Pavarde4943         1         6         8         1         7         8
Vardas4944          Pavarde4944         1         5         1         0         5         10
Vardas4945          Pavarde4945         0         3         0         8         10        0
Vardas4946          Pavarde4946         7         1         10        10        10        2
Vardas4947          Pavarde4947         2         5         9         3         7         6
Vardas4948          Pavarde4948         5         2         5         0         9         7
Vardas4949          Pavarde4949         10        4         8         10        0         5
Vardas4950          Pavarde4950         5         10        8         0         4         10
Vardas4951          Pavarde4951         4         6         2         3         5         4
Vardas4952          Pavarde4952         4         9         10        1         2         3
Vardas4953          Pavarde4953         2         10        7         6         3         2
Vardas4954          Pavarde4954         0         7         9         2         3         4
Vardas4955          Pavarde4955         6         8         6         2         7         3
Vardas4956          Pavarde4956         2         4         0         0         5         4
Vardas4957          Pavarde4957         1         2         0         1         2         10
Vardas4958          Pavarde4958         8         1         0         7         2         1
Vardas4959          Pavarde4959         0         4         5         7         6         2
Vardas4960          Pavarde4960         2         5         2         10        3         10
Vardas4961          Pavarde4961         4         6         0         9         1         3
Vardas4962          Pavarde4962         9         4         3         0         8         0
Vardas4963          Pavarde4963         7         6         0         0         3         4
Vardas4964          Pavarde4964         2         0         10        5         8         7
Vardas4965          Pavarde4965         9         8         4         8         8         9
Vardas4966          Pavarde4966         2         10        5         5         6         9
Vardas4967          Pavarde4967         0         6         10        9         8         6
Vardas4968          Pavarde4968         10        8         2         0         9         1
Vardas4969          Pavarde4969         2         8         4         1         4         5
Vardas4970          Pavarde4970         9         2         4         1         5         10
Vardas4971          Pavarde4971         9         3         8         4         3         8
Vardas4972          Pavarde4972         4         2         9         5         10        3
Vardas4973          Pavarde4973         10        5         2         9         4         2
Vardas4974          Pavarde4974         1         2         9         7         9         5
Vardas4975          Pavarde4975         9         4         6         6         6         7
Vardas4976          Pavarde4976         1         0         0         6         2         8
Vardas4977          Pavarde4977         0         1         9         4         10        2
Vardas4978          Pavarde4978         1         3         2         7         2         3
Vardas4979          Pavarde4979         3         5         6         4         4         2
Vardas4980          Pavarde4980         8         2         3         3         9         10
Vardas4981          Pavarde4981         3         4         4         5         6         9
Vardas4982          Pavarde4982         10        4         3         8         7         7
Vardas4983          Pavarde4983         7         4         0         8         10        2
Vardas4984          Pavarde4984         1         8         4         6         1         8
Vardas4985          Pavarde4985         5         6         9         5         9         8
Vardas4986          Pavarde4986         5         2         9         8         0         4
Vardas4987          Pavarde4987         2         3         3         0         8         1
Vardas4988          Pavarde4988         6         9         6         0         4         10
Vardas4989          Pavarde4989         7         10        8         1         2         7
Vardas4990          Pavarde4990         2         9         8         4         5         9
Vardas4991          Pavarde4991         2         9         4         4         6         1
Vardas4992          Pavarde4992         3         10        6         2         2         8
Vardas4993          Pavarde4993         1         3         4         4         9         3
Vardas4994          Pavarde4994         0         8         1         2         0         9
Vardas4995          Pavarde4995         2         7         1         3         5         0
Vardas4996          Pavarde4996         5         4         7         3         0         2
Vardas4997          Pavarde4997         9         0         9         1         8         8
Vardas4998          Pavarde4998         6         1         10        3         6         2
Vardas4999          Pavarde4999         7         7         0         6         10        1
Vardas5000          Pavarde5000         1         6         4         10        6         1
Vardas5001          Pavarde5001         9         9         9         0         9         10
Vardas5002          Pavarde5002         10        3         8         1         2         1
Vardas5003          Pavarde5003         7         5         6         4         3         8
Vardas5004          Pavarde5004         5         4         9         6         10        0
Vardas5005          Pavarde5005         10        5         6         5         4         2
Vardas5006          Pavarde5006         7         6         8         3         5         4
Vardas5007          Pavarde5007         7         7         6         9         9         6
Vardas5008          Pavarde5008         7         6         6         9         5         4
Vardas5009          Pavarde5009         3         4         2         10        1         5
Vardas5010          Pavarde5010         4         1         10        2         2         3
Vardas5011          Pavarde5011         7         4         8         4         8         3
Vardas5012          Pavarde5012         7         0         7         3         2         9
Vardas5013          Pavarde5013         1         3         3         8         3         4
Vardas5014          Pavarde5014         8         0         7         6         2         7
Vardas5015          Pavarde5015         5         4         2         0         7         7
Vardas5016          Pavarde5016         2         0         0         4         6         3
Vardas5017          Pavarde5017         9         2         5         10        0         3
Vardas5018          Pavarde5018         6         1         6         1         4         7
Vardas5019          Pavarde5019         2         4         8         4         8         6
Vardas5020          Pavarde5020         7         3         0         3         3         3
Vardas5021          Pavarde5021         7         3         6         8         5         9
Vardas5022          Pavarde5022         10        2         7         10        8         1
Vardas5023          Pavarde5023         4         7         9         8         6         10
Vardas5024          Pavarde5024         6         1         6         0         7         7
Vardas5025          Pavarde5025         1         4         6         7         0         4
Vardas5026          Pavarde5026         8         9         8         2         3         8
Vardas5027          Pavarde5027         10        6         5         0         3         8
Vardas5028          Pavarde5028         9         4         2         6         10        0
Vardas5029          Pavarde5029         0         0         5         7         8         6
Vardas5030          Pavarde5030         6         8         0         10        1         1
Vardas5031          Pavarde5031         8         10        0         2         8         8
Vardas5032          Pavarde5032         1         10        10        2         6         3
Vardas5033          Pavarde5033         0         8         9         8         2         2
Vardas5034          Pavarde5034         7         9         0         10        5         0
Vardas5035          Pavarde5035         7         5         9         3         7         2
Vardas5036          Pavarde5036         1         8         2         9         3         2
Vardas5037          Pavarde5037         4         0         3         8         6         9
Vardas5038          Pavarde5038         7         2         10        6         1         4
Vardas5039          Pavarde5039         2         4         6         0         3         7
Vardas5040          Pavarde5040         2         10        3         4         7         4
Vardas5041          Pavarde5041         0         5         0         4         5         9
Vardas5042          Pavarde5042         2         4         2         7         3         9
Vardas5043          Pavarde5043         9         3         6         8         1         6
Vardas5044          Pavarde5044         0         5         9         9         3         4
Vardas5045          Pavarde5045         9         3         9         9         5         6
Vardas5046          Pavarde5046         7         7         3         6         0         0
Vardas5047          Pavarde5047         7         3         10        10        9         0
Vardas5048          Pavarde5048         10        2         2         8         10        3
Vardas5049          Pavarde5049         9         1         1         9         0         4
Vardas5050          Pavarde5050         9         8         9         5         10        6
Vardas5051          Pavarde5051         2         0         3         6         4         5
Vardas5052          Pavarde5052         3         8         0         5         8         5
Vardas5053          Pavarde5053         10        4         10        5         6         10
Vardas5054          Pavarde5054         1         9         10        5         9         8
Vardas5055          Pavarde5055         7         7         8         5         1         5
Vardas5056          Pavarde5056         5         10        5         5         9         7
Vardas5057          Pavarde5057         0         1         3         5         0         9
Vardas5058          Pavarde5058         10        4         8         3         7         7
Vardas5059          Pavarde5059         3         10        2         10        1         0
Vardas5060          Pavarde5060         4         9         8         6         1         9
Vardas5061          Pavarde5061         8         0         2         5         8         10
Vardas5062          Pavarde5062         3         0         7         9         4         1
Vardas5063          Pavarde5063         7         5         10        6         0         6
Vardas5064          Pavarde5064         1         5         8         5         9         8
Vardas5065          Pavarde5065         9         2         10        0         0         2
Vardas5066          Pavarde5066         5         3         5         0         3         10
Vardas5067          Pavarde5067         3         9         4         3         1         10
Vardas5068          Pavarde5068         0         3         0         1         7         8
Vardas5069          Pavarde5069         7         5         0         9         8         10
Vardas5070          Pavarde5070         2         8         3         2         0         1
Vardas5071          Pavarde5071         9         6         3         0         6         1
Vardas5072          Pavarde5072         6         2         7         1         3         10
Vardas5073          Pavarde5073         1         5         3         3         4         1
Vardas5074          Pavarde5074         6         2         6         4         8         4
Vardas5075          Pavarde5075         6         5         3         2         7         9
Vardas5076          Pavarde5076         5         2         0         3         9         3
Vardas5077          Pavarde5077         2         4         1         5         0         3
Vardas5078          Pavarde5078         10        10        0         6         0         1
Vardas5079          Pavarde5079         9         8         8         4         0         6
Vardas5080          Pavarde5080         4         2         5         8         1         6
Vardas5081          Pavarde5081         10        9         4         0         10        2
Vardas5082          Pavarde5082         2         0         2         3         1         1
Vardas5083          Pavarde5083         6         10        8         4         9         3
Vardas5084          Pavarde5084         0         2         2         10        8         7
Vardas5085          Pavarde5085         2         6         9         4         10        9
Vardas5086          Pavarde5086         0         2         9         1         6         6
Vardas5087          Pavarde5087         5         7         10        10        4         6
Vardas5088          Pavarde5088         10        10        2         7         4         4
Vardas5089          Pavarde5089         9         4         2         0         2         7
Vardas5090          Pavarde5090         7         3         9         3         2         1
Vardas5091          Pavarde5091         8         0         8         4         9         6
Vardas5092          Pavarde5092         1         1         7         0         10        8
Vardas5093          Pavarde5093         7         6         5         8         9         3
Vardas5094          Pavarde5094         4         7         0         1         5         3
Vardas5095          Pavarde5095         8         8         6         10        1         9
Vardas5096          Pavarde5096         1         4         3         0         8         9
Vardas5097          Pavarde5097         1         0         9         3         0         0
Vardas5098          Pavarde5098         3         6         1         10        3         5
Vardas5099          Pavarde5099         4         10        9         6         7         6
Vardas5100          Pavarde5100         8         5         0         3         4         4
Vardas5101          Pavarde5101         6         9         9         4         8         6
Vardas5102          Pavarde5102         3         3         10        8         8         7
Vardas5103          Pavarde5103         8         1         5         1         9         3
Vardas5104          Pavarde5104         8         6         5         6         2         4
Vardas5105          Pavarde5105         5         10        9         0         9         0
Vardas5106          Pavarde5106         10        10        8         6         5         6
Vardas5107          Pavarde5107         8         8         5         9         10        9
Vardas5108          Pavarde5108         2         9         2         2         8         0
Vardas5109          Pavarde5109         9         0         8         8         10        1
Vardas5110          Pavarde5110         5         10        5         7         8         9
Vardas5111          Pavarde5111         5         0         9         0         2         9
Vardas5112          Pavarde5112         2         7         1         7         3         3
Vardas5113          Pavarde5113         9         10        10        0         2         10
Vardas5114          Pavarde5114         5         4         5         4         3         8
Vardas5115          Pavarde5115         7         9         7         2         2         2
Vardas5116          Pavarde5116         6         10        5         3         1         10
Vardas5117          Pavarde5117         5         5         2         0         5         5
Vardas5118          Pavarde5118         9         6         6         1         7         4
Vardas5119          Pavarde5119         8         3         7         6         8         5
Vardas5120          Pavarde5120         1         4         8         5         4         7
Vardas5121          Pavarde5121         8         10        8         5         7         1
Vardas5122          Pavarde5122         3         7         0         6         5         9
Vardas5123          Pavarde5123         7         8         10        8         2         5
Vardas5124          Pavarde5124         9         2         1         5         1         9
Vardas5125          Pavarde5125         2         8         7         0         7         3
Vardas5126          Pavarde5126         10        6         2         2         10        6
Vardas5127          Pavarde5127         5         10        0         5         8         6
Vardas5128          Pavarde5128         7         9         9         4         2         5
Vardas5129          Pavarde5129         6         7         10        4         10        6
Vardas5130          Pavarde5130         7         5         6         2         4         3
Vardas5131          Pavarde5131         5         6         2         4         4         8
Vardas5132          Pavarde5132         1         6         3         7         0         8
Vardas5133          Pavarde5133         4         4         9         8         9         9
Vardas5134          Pavarde5134         0         8         7         10        4         4
Vardas5135          Pavarde5135         4         7         2         4         6         7
Vardas5136          Pavarde5136         9         0         7         4         8         6
Vardas5137          Pavarde5137         2         9         4         8         9         10
Vardas5138          Pavarde5138         10        8         2         6         4         3
Vardas5139          Pavarde5139         4         0         3         7         4         8
Vardas5140          Pavarde5140         4         3         5         3         8         3
Vardas5141          Pavarde5141         0         8         1         4         6         1
Vardas5142          Pavarde5142         9         8         2         7         9         2
Vardas5143          Pavarde5143         7         4         9         9         9         10
Vardas5144          Pavarde5144         3         5         0         8         1         10
Vardas5145          Pavarde5145         10        7         10        6         9         8
Vardas5146          Pavarde5146         4         10        2         3         8         7
Vardas5147          Pavarde5147         3         2         9         0         7         0
Vardas5148          Pavarde5148         10        6         6         3         5         4
Vardas5149          Pavarde5149         2         8         6         9         10        1
Vardas5150          Pavarde5150         3         3         6         3         8         10
Vardas5151          Pavarde5151         1         6         4         8         4         5
Vardas5152          Pavarde5152         8         2         5         5         6         6
Vardas5153          Pavarde5153         4         2         1         3         8         10
Vardas5154          Pavarde5154         0         9         4         0         1         5
Vardas5155          Pavarde5155         5         4         2         6         10        6
Vardas5156          Pavarde5156         8         10        1         5         8         6
Vardas5157          Pavarde5157         4         5         5         4         4         5
Vardas5158          Pavarde5158         6         6         7         10        9         10
Vardas5159          Pavarde5159         7         10        4         8         0         10
Vardas5160          Pavarde5160         1         5         3         3         1         1
Vardas5161          Pavarde5161         8         0         8         5         9         2
Vardas5162          Pavarde5162         4         0         9         6         0         5
Vardas5163          Pavarde5163         1         2         1         8         4         0
Vardas5164          Pavarde5164         9         6         2         6         7         9
Vardas5165          Pavarde5165         8         10        5         7         0         0
Vardas5166          Pavarde5166         3         8         0         10        6         0
Vardas5167          Pavarde5167         4         5         0         0         3         5
Vardas5168          Pavarde5168         4         2         8         1         10        0
Vardas5169          Pavarde5169         0         2         1         5         9         0
Vardas5170          Pavarde5170         3         9         3         7         7         9
Vardas5171          Pavarde5171         5         1         6         2         10        0
Vardas5172          Pavarde5172         2         3         8         10        7         2
Vardas5173          Pavarde5173         1         9         5         8         2         9
Vardas5174          Pavarde5174         5         8         7         0         9         0
Vardas5175          Pavarde5175         5         2         2         0         1         0
Vardas5176          Pavarde5176         4         1         7         5         8         4
Vardas5177          Pavarde5177         6         0         2         10        6         9
Vardas5178          Pavarde5178         5         3         6         5         6         3
Vardas5179          Pavarde5179         10        9         9         9         8         2
Vardas5180          Pavarde5180         6         1         7         8         6         4
Vardas5181          Pavarde5181         5         5         7         10        9         7
Vardas5182          Pavarde5182         4         4         9         8         3         5
Vardas5183          Pavarde5183         6         7         2         1         3         9
Vardas5184          Pavarde5184         1         9         10        7         8         6
Vardas5185          Pavarde5185         2         5         0         8         3         6
Vardas5186          Pavarde5186         6         8         2         7         8         3
Vardas5187          Pavarde5187         3         2         10        1         1         6
Vardas5188          Pavarde5188         3         7         1         2         7         8
Vardas5189          Pavarde5189         5         8         4         7         2         7
Vardas5190          Pavarde5190         4         6         0         5         8         4
Vardas5191          Pavarde5191         0         4         10        2         8         3
Vardas5192          Pavarde5192         3         9         9         7         6         3
Vardas5193          Pavarde5193         9         0         5         8         7         10
Vardas5194          Pavarde5194         4         10        3         3         3         4
Vardas5195          Pavarde5195         8         9         6         3         10        10
Vardas5196          Pavarde5196         6         1         7         10        2         4
Vardas5197          Pavarde5197         4         4         4         5         8         4
Vardas5198          Pavarde5198         4         10        4         5         0         8
Vardas5199          Pavarde5199         1         6         10        10        9         3
Vardas5200          Pavarde5200         1         0         1         1         1         5
Vardas5201          Pavarde5201         5         8         8         4         5         4
Vardas5202          Pavarde5202         1         4         5         3         0         7
Vardas5203          Pavarde5203         3         5         5         5         2         2
Vardas5204          Pavarde5204         8         3         4         4         3         4
Vardas5205          Pavarde5205         4         6         5         9         7         0
Vardas5206          Pavarde5206         10        6         7         4         3         8
Vardas5207          Pavarde5207         0         0         1         4         9         9
Vardas5208          Pavarde5208         9         2         6         7         1         6
Vardas5209          Pavarde5209         9         7         7         9         4         3
Vardas5210          Pavarde5210         0         3         6         9         10        0
Vardas5211          Pavarde5211         6         5         8         2         5         6
Vardas5212          Pavarde5212         7         1         7         3         8         4
Vardas5213          Pavarde5213         10        10        7         5         3         5
Vardas5214          Pavarde5214         9         5         1         4         4         8
Vardas5215          Pavarde5215         2         0         7         7         3         7
Vardas5216          Pavarde5216         10        8         0         6         7         0
Vardas5217          Pavarde5217         1         2         7         3         8         4
Vardas5218          Pavarde5218         1         10        4         5         3         10
Vardas5219          Pavarde5219         5         4         6         6         3         1
Vardas5220          Pavarde5220         0         5         2         0         0         3
Vardas5221          Pavarde5221         7         0         1         0         4         2
Vardas5222          Pavarde5222         8         3         4         4         10        9
Vardas5223          Pavarde5223         10        2         5         8         7         3
Vardas5224          Pavarde5224         4         3         2         3         3         8
Vardas5225          Pavarde5225         3         2         8         3         8         3
Vardas5226          Pavarde5226         10        9         5         0         1         4
Vardas5227          Pavarde5227         6         3         0         7         3         9
Vardas5228          Pavarde5228         8         6         0         1         7         4
Vardas5229          Pavarde5229         5         7         7         1         0         4
Vardas5230          Pavarde5230         5         10        3         4         9         5
Vardas5231          Pavarde5231         2         9         7         7         5         0
Vardas5232          Pavarde5232         8         5         5         9         0         1
Vardas5233          Pavarde5233         1         4         5         2         5         5
Vardas5234          Pavarde5234         9         8         9         3         5         8
Vardas5235          Pavarde5235         0         7         7         4         0         4
Vardas5236          Pavarde5236         6         10        6         5         8         2
Vardas5237          Pavarde5237         6         6         6         8         9         7
Vardas5238          Pavarde5238         6         2         9         2         7         8
Vardas5239          Pavarde5239         9         8         5         3         5         6
Vardas5240          Pavarde5240         6         5         2         2         6         7
Vardas5241          Pavarde5241         0         3         10        7         8         7
Vardas5242          Pavarde5242         5         2         2         7         1         10
Vardas5243          Pavarde5243         0         8         10        1         2         0
Vardas5244          Pavarde5244         4         0         10        3         9         9
Vardas5245          Pavarde5245         5         9         0         9         0         1
Vardas5246          Pavarde5246         7         1         3         4         1         3
Vardas5247          Pavarde5247         3         5         8         9         2         3
Vardas5248          Pavarde5248         2         2         6         0         10        3
Vardas5249          Pavarde5249         2         2         6         4         9         6
Vardas5250          Pavarde5250         1         10        10        2         10        10
Vardas5251          Pavarde5251         4         2         10        5         7         3
Vardas5252          Pavarde5252         4         10        3         3         0         1
Vardas5253          Pavarde5253         8         5         5         4         2         7
Vardas5254          Pavarde5254         6         4         7         10        5         4
Vardas5255          Pavarde5255         7         7         9         9         0         6
Vardas5256          Pavarde5256         9         3         6         3         10        6
Vardas5257          Pavarde5257         7         0         1         9         0         9
Vardas5258          Pavarde5258         0         7         7         9         10        4
Vardas5259          Pavarde5259         2         4         9         1         3         2
Vardas5260          Pavarde5260         3         10        2         2         2         8
Vardas5261          Pavarde5261         8         4         4         2         1         4
Vardas5262          Pavarde5262         5         8         9         9         0         10
Vardas5263          Pavarde5263         2         7         4         0         8         7
Vardas5264          Pavarde5264         3         8         9         6         6         8
Vardas5265          Pavarde5265         8         8         9         6         0         9
Vardas5266          Pavarde5266         8         5         8         7         10        0
Vardas5267          Pavarde5267         6         1         0         1         1         10
Vardas5268          Pavarde5268         1         0         9         9         6         6
Vardas5269          Pavarde5269         9         6         9         3         10        7
Vardas5270          Pavarde5270         1         5         5         7         5         4
Vardas5271          Pavarde5271         6         6         10        0         9         9
Vardas5272          Pavarde5272         6         7         3         9         4         10
Vardas5273          Pavarde5273         10        6         4         4         0         2
Vardas5274          Pavarde5274         7         5         5         10        9         1
Vardas5275          Pavarde5275         2         10        9         2         7         10
Vardas5276          Pavarde5276         7         2         6         9         10        7
Vardas5277          Pavarde5277         9         9         0         0         3         1
Vardas5278          Pavarde5278         1         0         5         3         4         8
Vardas5279          Pavarde5279         4         5         2         2         3         3
Vardas5280          Pavarde5280         3         6         8         1         0         1
Vardas5281          Pavarde5281         3         1         4         3         0         4
Vardas5282          Pavarde5282         2         1         4         2         7         1
Vardas5283          Pavarde5283         8         2         10        5         3         1
Vardas5284          Pavarde5284         7         2         4         7         9         8
Vardas5285          Pavarde5285         6         2         8         8         9         9
Vardas5286          Pavarde5286         6         3         8         8         3         1
Vardas5287          Pavarde5287         2         8         2         6         5         2
Vardas5288          Pavarde5288         10        0         5         5         10        0
Vardas5289          Pavarde5289         7         2         3         8         9         9
Vardas5290          Pavarde5290         0         9         1         0         8         8
Vardas5291          Pavarde5291         10        4         7         8         1         10
Vardas5292          Pavarde5292         7         7         3         7         4         2
Vardas5293          Pavarde5293         8         10        10        2         4         10
Vardas5294          Pavarde5294         5         9         3         1         6         9
Vardas5295          Pavarde5295         3         6         0         2         2         3
Vardas5296          Pavarde5296         3         2         10        9         4         9
Vardas5297          Pavarde5297         4         10        7         5         4         2
Vardas5298          Pavarde5298         3         2         5         10        6         1
Vardas5299          Pavarde5299         10        3         9         4         7         10
Vardas5300          Pavarde5300         2         0         2         4         3         4
Vardas5301          Pavarde5301         1         5         10        7         8         8
Vardas5302          Pavarde5302         2         9         10        7         8         9
Vardas5303          Pavarde5303         5         2         10        5         10        0
Vardas5304          Pavarde5304         1         3         7         3         3         4
Vardas5305          Pavarde5305         2         10        8         9         6         5
Vardas5306          Pavarde5306         8         0         1         9         9         1
Vardas5307          Pavarde5307         8         3         2         3         7         6
Vardas5308          Pavarde5308         8         7         8         6         9         5
Vardas5309          Pavarde5309         4         8         1         3         1         8
Vardas5310          Pavarde5310         0         7         9         8         8         10
Vardas5311          Pavarde5311         5         8         3         9         3         4
Vardas5312          Pavarde5312         7         1         0         4         8         8
Vardas5313          Pavarde5313         9         5         2         2         1         1
Vardas5314          Pavarde5314         5         2         7         4         6         9
Vardas5315          Pavarde5315         4         7         0         8         7         9
Vardas5316          Pavarde5316         7         5         8         0         7         0
Vardas5317          Pavarde5317         8         7         0         3         7         1
Vardas5318          Pavarde5318         10        4         3         1         4         10
Vardas5319          Pavarde5319         5         4         10        7         4         9
Vardas5320          Pavarde5320         4         7         1         9         1         6
Vardas5321          Pavarde5321         7         3         0         4         3         0
Vardas5322          Pavarde5322         8         10        4         10        10        9
Vardas5323          Pavarde5323         3         10        3         1         5         0
Vardas5324          Pavarde5324         3         0         6         6         6         3
Vardas5325          Pavarde5325         10        8         2         1         0         10
Vardas5326          Pavarde5326         9         6         9         8         4         6
Vardas5327          Pavarde5327         5         4         9         0         5         10
Vardas5328          Pavarde5328         6         0         0         5         9         1
Vardas5329          Pavarde5329         6         7         5         6         0         10
Vardas5330          Pavarde5330         5         10        6         1         2         4
Vardas5331          Pavarde5331         4         10        8         3         9         6
Vardas5332          Pavarde5332         7         5         4         4         8         6
Vardas5333          Pavarde5333         4         2         7         6         10        8
Vardas5334          Pavarde5334         9         8         0         1         10        5
Vardas5335          Pavarde5335         1         4         8         9         6         2
Vardas5336          Pavarde5336         2         5         1         5         1         1
Vardas5337          Pavarde5337         9         7         6         8         2         1
Vardas5338          Pavarde5338         6         5         10        0         0         8
