Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas6133          Pavarde6133         3         0         3         6         2         0
Vardas6134          Pavarde6134         10        4         8         6         5         5
Vardas6135          Pavarde6135         10        4         2         7         1         6
Vardas6136          Pavarde6136         8         2         7         3         5         4
Vardas6137          Pavarde6137         10        8         2         7         3         2
Vardas6138          Pavarde6138         10        8         8         10        5         4
Vardas6139          Pavarde6139         9         3         5         5         3         5
Vardas6140          Pavarde6140         8         0         10        1         6         8
Vardas6141          Pavarde6141         8         4         5         4         2         4
Vardas6142          Pavarde6142         2         9         3         8         5         0
Vardas6143          Pavarde6143         2         2         6         3         6         9
Vardas6144          Pavarde6144         8         2         5         8         2         0
Vardas6145          Pavarde6145         2         8         9         5         6         4
Vardas6146          Pavarde6146         9         8         3         3         3         1
Vardas6147          Pavarde6147         1         0         5         3         9         4
Vardas6148          Pavarde6148         7         4         0         4         5         4
Vardas6149          Pavarde6149         9         7         7         10        1         7
Vardas6150          Pavarde6150         8         1         3         1         0         9
Vardas6151          Pavarde6151         9         7         4         2         3         2
Vardas6152          Pavarde6152         5         9         5         3         7         7
Vardas6153          Pavarde6153         8         8         10        2         5         9
Vardas6154          Pavarde6154         6         8         6         2         6         0
Vardas6155          Pavarde6155         5         2         4         7         5         0
Vardas6156          Pavarde6156         0         5         1         1         0         0
Vardas6157          Pavarde6157         10        7         8         0         2         8
Vardas6158          Pavarde6158         4         2         2         10        8         5
Vardas6159          Pavarde6159         4         10        1         6         2         1
Vardas6160          Pavarde6160         3         4         10        10        4         7
Vardas6161          Pavarde6161         1         4         8         2         1         0
Vardas6162          Pavarde6162         4         4         9         8         8         7
Vardas6163          Pavarde6163         6         7         3         7         0         9
Vardas6164          Pavarde6164         8         3         4         3         2         5
Vardas6165          Pavarde6165         2         10        4         0         7         1
Vardas6166          Pavarde6166         10        9         9         9         10        5
Vardas6167          Pavarde6167         7         5         6         3         4         0
Vardas6168          Pavarde6168         7         2         1         3         9         10
Vardas6169          Pavarde6169         3         2         10        5         7         6
Vardas6170          Pavarde6170         4         0         4         9         6         8
Vardas6171          Pavarde6171         0         1         10        2         0         5
Vardas6172          Pavarde6172         9         10        2         2         10        2
Vardas6173          Pavarde6173         0         4         6         0         9         7
Vardas6174          Pavarde6174         0         0         3         1         8         3
Vardas6175          Pavarde6175         10        8         4         3         6         10
Vardas6176          Pavarde6176         1         0         7         6         4         8
Vardas6177          Pavarde6177         7         4         2         9         9         5
Vardas6178          Pavarde6178         0         4         1         6         10        1
Vardas6179          Pavarde6179         8         10        3         6         0         5
Vardas6180          Pavarde6180         0         0         9         4         2         4
Vardas6181          Pavarde6181         5         10        8         3         4         1
Vardas6182          Pavarde6182         5         7         4         10        3         4
Vardas6183          Pavarde6183         7         4         8         2         8         10
Vardas6184          Pavarde6184         0         1         4         5         9         4
Vardas6185          Pavarde6185         8         10        6         8         6         6
Vardas6186          Pavarde6186         6         3         2         0         5         7
Vardas6187          Pavarde6187         6         4         6         4         9         1
Vardas6188          Pavarde6188         4         3         0         8         0         7
Vardas6189          Pavarde6189         9         7         1         9         8         3
Vardas6190          Pavarde6190         6         2         3         5         5         9
Vardas6191          Pavarde6191         8         10        3         0         4         7
Vardas6192          Pavarde6192         3         10        0         4         4         9
Vardas6193          Pavarde6193         9         0         3         6         0         4
Vardas6194          Pavarde6194         9         10        10        10        2         3
Vardas6195          Pavarde6195         10        1         0         8         9         4
Vardas6196          Pavarde6196         0         10        10        10        0         1
Vardas6197          Pavarde6197         0         8         4         0         7         2
Vardas6198          Pavarde6198         0         8         5         1         5         9
Vardas6199          Pavarde6199         2         10        7         2         7         5
Vardas6200          Pavarde6200         1         6         6         4         4         1
Vardas6201          Pavarde6201         1         8         5         5         4         0
Vardas6202          Pavarde6202         5         5         5         1         3         8
Vardas6203          Pavarde6203         9         8         7         3         6         7
Vardas6204          Pavarde6204         9         1         3         7         6         10
Vardas6205          Pavarde6205         2         1         6         1         10        9
Vardas6206          Pavarde6206         1         1         7         6         2         1
Vardas6207          Pavarde6207         0         8         2         8         4         9
Vardas6208          Pavarde6208         8         7         2         8         4         8
Vardas6209          Pavarde6209         2         10        0         6         4         2
Vardas6210          Pavarde6210         2         9         9         6         6         1
Vardas6211          Pavarde6211         6         10        1         10        8         6
Vardas6212          Pavarde6212         3         2         0         1         8         1
Vardas6213          Pavarde6213         10        10        6         2         8         5
Vardas6214          Pavarde6214         4         3         0         5         9         7
Vardas6215          Pavarde6215         3         5         0         0         7         5
Vardas6216          Pavarde6216         10        4         1         3         8         4
Vardas6217          Pavarde6217         1         5         4         3         8         6
Vardas6218          Pavarde6218         9         2         5         7         9         0
Vardas6219          Pavarde6219         2         7         5         2         2         3
Vardas6220          Pavarde6220         7         8         1         9         4         8
Vardas6221          Pavarde6221         0         9         4         10        10        5
Vardas6222          Pavarde6222         6         8         0         6         5         6
Vardas6223          Pavarde6223         4         6         6         0         5         0
Vardas6224          Pavarde6224         2         4         2         0         10        9
Vardas6225          Pavarde6225         1         0         9         2         7         9
Vardas6226          Pavarde6226         7         0         1         2         4         3
Vardas6227          Pavarde6227         0         9         5         1         3         3
Vardas6228          Pavarde6228         7         8         6         1         3         4
Vardas6229          Pavarde6229         5         6         8         7         2         5
Vardas6230          Pavarde6230         6         6         2         3         5         8
Vardas6231          Pavarde6231         2         7         9         10        4         9
Vardas6232          Pavarde6232         6         4         3         7         8         5
Vardas6233          Pavarde6233         6         7         5         0         5         3
Vardas6234          Pavarde6234         4         8         6         8         5         6
Vardas6235          Pavarde6235         5         10        3         4         10        6
Vardas6236          Pavarde6236         1         0         5         6         10        4
Vardas6237          Pavarde6237         8         2         8         6         0         10
Vardas6238          Pavarde6238         8         9         4         0         5         5
Vardas6239          Pavarde6239         7         3         7         2         6         5
Vardas6240          Pavarde6240         2         10        5         0         10        10
Vardas6241          Pavarde6241         6         3         5         5         9         0
Vardas6242          Pavarde6242         7         6         8         8         6         4
Vardas6243          Pavarde6243         9         8         3         5         9         8
Vardas6244          Pavarde6244         4         1         2         8         10        3
Vardas6245          Pavarde6245         10        2         5         9         4         9
Vardas6246          Pavarde6246         10        0         2         4         2         1
Vardas6247          Pavarde6247         10        2         8         5         9         1
Vardas6248          Pavarde6248         10        4         3         9         9         10
Vardas6249          Pavarde6249         2         6         5         4         0         5
Vardas6250          Pavarde6250         1         3         10        2         7         5
Vardas6251          Pavarde6251         2         3         1         8         9         8
Vardas6252          Pavarde6252         8         7         3         5         1         9
Vardas6253          Pavarde6253         6         7         6         4         2         0
Vardas6254          Pavarde6254         3         2         3         0         0         0
Vardas6255          Pavarde6255         2         1         3         1         5         8
Vardas6256          Pavarde6256         0         4         7         1         3         6
Vardas6257          Pavarde6257         7         0         2         3         9         10
Vardas6258          Pavarde6258         6         3         6         3         2         6
Vardas6259          Pavarde6259         7         1         4         6         7         6
Vardas6260          Pavarde6260         7         9         2         1         9         10
Vardas6261          Pavarde6261         10        8         9         7         7         8
Vardas6262          Pavarde6262         0         6         1         0         8         7
Vardas6263          Pavarde6263         6         1         7         4         2         7
Vardas6264          Pavarde6264         2         8         2         5         1         6
Vardas6265          Pavarde6265         4         4         10        6         1         0
Vardas6266          Pavarde6266         8         4         0         3         3         3
Vardas6267          Pavarde6267         8         6         1         5         3         5
Vardas6268          Pavarde6268         6         3         2         1         2         2
Vardas6269          Pavarde6269         0         1         0         6         7         2
Vardas6270          Pavarde6270         5         6         4         5         1         6
Vardas6271          Pavarde6271         8         1         2         6         6         3
Vardas6272          Pavarde6272         8         6         3         0         0         0
Vardas6273          Pavarde6273         0         5         4         8         6         3
Vardas6274          Pavarde6274         2         10        3         9         7         10
Vardas6275          Pavarde6275         9         4         10        0         9         6
Vardas6276          Pavarde6276         6         3         8         10        9         8
Vardas6277          Pavarde6277         5         10        10        7         0         10
Vardas6278          Pavarde6278         7         9         9         6         5         5
Vardas6279          Pavarde6279         1         6         2         2         4         6
Vardas6280          Pavarde6280         4         9         9         0         4         6
Vardas6281          Pavarde6281         2         1         0         4         3         10
Vardas6282          Pavarde6282         7         10        2         7         4         7
Vardas6283          Pavarde6283         9         6         4         9         9         1
Vardas6284          Pavarde6284         7         5         5         1         4         3
Vardas6285          Pavarde6285         3         4         3         3         8         6
Vardas6286          Pavarde6286         2         0         9         7         0         8
Vardas6287          Pavarde6287         3         0         6         5         5         4
Vardas6288          Pavarde6288         8         6         8         2         6         7
Vardas6289          Pavarde6289         10        6         10        4         3         5
Vardas6290          Pavarde6290         5         0         6         3         0         6
Vardas6291          Pavarde6291         1         2         6         6         10        8
Vardas6292          Pavarde6292         0         7         5         6         1         5
Vardas6293          Pavarde6293         5         2         6         5         2         10
Vardas6294          Pavarde6294         7         5         2         5         6         8
Vardas6295          Pavarde6295         5         0         1         3         1         8
Vardas6296          Pavarde6296         1         4         5         10        4         8
Vardas6297          Pavarde6297         2         3         3         1         5         4
Vardas6298          Pavarde6298         9         6         10        1         3         5
Vardas6299          Pavarde6299         1         9         10        6         9         5
Vardas6300          Pavarde6300         6         1         0         1         5         4
Vardas6301          Pavarde6301         5         0         7         2         8         8
Vardas6302          Pavarde6302         5         7         7         9         8         1
Vardas6303          Pavarde6303         3         0         6         6         1         5
Vardas6304          Pavarde6304         3         8         0         6         1         8
Vardas6305          Pavarde6305         3         0         5         1         10        2
Vardas6306          Pavarde6306         3         2         3         5         6         3
Vardas6307          Pavarde6307         2         10        6         6         6         10
Vardas6308          Pavarde6308         0         8         6         7         9         2
Vardas6309          Pavarde6309         9         0         6         8         9         6
Vardas6310          Pavarde6310         1         7         7         1         2         4
Vardas6311          Pavarde6311         5         0         8         2         9         2
Vardas6312          Pavarde6312         9         10        2         10        5         2
Vardas6313          Pavarde6313         0         10        0         8         1         10
Vardas6314          Pavarde6314         1         1         10        3         3         4
Vardas6315          Pavarde6315         1         4         10        8         7         8
Vardas6316          Pavarde6316         8         5         6         2         5         0
Vardas6317          Pavarde6317         2         10        2         7         9         3
Vardas6318          Pavarde6318         5         3         7         3         5         7
Vardas6319          Pavarde6319         5         2         3         4         0         2
Vardas6320          Pavarde6320         10        4         7         4         8         7
Vardas6321          Pavarde6321         9         3         4         2         2         10
Vardas6322          Pavarde6322         2         4         8         9         10        3
Vardas6323          Pavarde6323         3         0         9         6         10        5
Vardas6324          Pavarde6324         6         10        0         0         2         5
Vardas6325          Pavarde6325         4         2         4         9         4         5
Vardas6326          Pavarde6326         7         5         3         10        8         4
Vardas6327          Pavarde6327         2         4         3         10        4         1
Vardas6328          Pavarde6328         0         5         5         7         4         3
Vardas6329          Pavarde6329         9         4         3         2         4         5
Vardas6330          Pavarde6330         7         4         7         9         1         2
Vardas6331          Pavarde6331         1         0         4         0         4         6
Vardas6332          Pavarde6332         0         6         1         4         0         5
Vardas6333          Pavarde6333         4         6         4         2         9         3
Vardas6334          Pavarde6334         10        8         8         7         9         6
Vardas6335          Pavarde6335         4         1         6         3         5         9
Vardas6336          Pavarde6336         7         8         7         5         1         2
Vardas6337          Pavarde6337         9         3         4         3         5         2
Vardas6338          Pavarde6338         0         10        9         9         1         7
Vardas6339          Pavarde6339         6         5         3         1         4         3
Vardas6340          Pavarde6340         1         9         3         3         1         2
Vardas6341          Pavarde6341         0         6         4         8         0         3
Vardas6342          Pavarde6342         6         10        10        8         7         4
Vardas6343          Pavarde6343         9         10        9         2         3         6
Vardas6344          Pavarde6344         8         8         10        1         10        5
Vardas6345          Pavarde6345         2         7         6         2         1         0
Vardas6346          Pavarde6346         9         0         2         3         8         5
Vardas6347          Pavarde6347         5         10        10        4         7         6
Vardas6348          Pavarde6348         8         2         0         7         3         10
Vardas6349          Pavarde6349         2         1         3         3         5         3
Vardas6350          Pavarde6350         0         3         6         9         1         3
Vardas6351          Pavarde6351         4         8         0         3         7         5
Vardas6352          Pavarde6352         8         5         3         2         10        2
Vardas6353          Pavarde6353         3         4         4         5         2         6
Vardas6354          Pavarde6354         3         7         3         4         0         8
Vardas6355          Pavarde6355         0         3         1         3         1         0
Vardas6356          Pavarde6356         6         9         10        10        5         3
Vardas6357          Pavarde6357         8         0         10        8         5         9
Vardas6358          Pavarde6358         5         8         2         7         10        7
Vardas6359          Pavarde6359         7         6         4         9         2         10
Vardas6360          Pavarde6360         5         2         0         1         1         2
Vardas6361          Pavarde6361         8         9         3         6         8         6
Vardas6362          Pavarde6362         1         3         3         3         9         4
Vardas6363          Pavarde6363         4         5         3         0         4         0
Vardas6364          Pavarde6364         4         9         9         9         0         6
Vardas6365          Pavarde6365         4         2         10        4         10        3
Vardas6366          Pavarde6366         1         1         0         7         7         4
Vardas6367          Pavarde6367         6         10        6         3         7         4
Vardas6368          Pavarde6368         9         10        7         1         0         8
Vardas6369          Pavarde6369         6         10        3         3         1         3
Vardas6370          Pavarde6370         9         5         7         2         8         6
Vardas6371          Pavarde6371         3         10        8         5         3         8
Vardas6372          Pavarde6372         4         3         4         6         6         0
Vardas6373          Pavarde6373         8         9         2         2         1         9
Vardas6374          Pavarde6374         0         3         2         5         10        9
Vardas6375          Pavarde6375         10        4         3         3         5         0
Vardas6376          Pavarde6376         9         7         1         10        7         1
Vardas6377          Pavarde6377         3         9         5         2         7         2
Vardas6378          Pavarde6378         1         6         9         9         4         3
Vardas6379          Pavarde6379         4         8         1         6         3         1
Vardas6380          Pavarde6380         4         5         3         3         3         3
Vardas6381          Pavarde6381         4         7         1         1         5         2
Vardas6382          Pavarde6382         0         5         4         4         5         6
Vardas6383          Pavarde6383         4         5         3         4         6         6
Vardas6384          Pavarde6384         8         6         2         7         0         4
Vardas6385          Pavarde6385         1         3         4         4         9         8
Vardas6386          Pavarde6386         3         4         9         6         0         5
Vardas6387          Pavarde6387         1         1         0         10        4         7
Vardas6388          Pavarde6388         6         4         2         8         0         0
Vardas6389          Pavarde6389         5         1         6         1         7         5
Vardas6390          Pavarde6390         5         0         1         8         6         4
Vardas6391          Pavarde6391         0         5         6         8         1         10
Vardas6392          Pavarde6392         3         3         8         5         5         7
Vardas6393          Pavarde6393         2         8         6         6         4         8
Vardas6394          Pavarde6394         3         6         9         8         8         0
Vardas6395          Pavarde6395         6         9         5         5         10        9
Vardas6396          Pavarde6396         0         2         9         2         5         5
Vardas6397          Pavarde6397         1         2         6         5         1         0
Vardas6398          Pavarde6398         4         7         5         5         6         8
Vardas6399          Pavarde6399         9         4         0         1         8         8
Vardas6400          Pavarde6400         9         4         2         9         1         10
Vardas6401          Pavarde6401         0         5         10        2         0         6
Vardas6402          Pavarde6402         8         4         5         2         6         10
Vardas6403          Pavarde6403         10        5         1         7         1         1
Vardas6404          Pavarde6404         6         5         8         7         10        8
Vardas6405          Pavarde6405         3         6         1         5         6         1
Vardas6406          Pavarde6406         10        6         5         7         5         1
Vardas6407          Pavarde6407         2         2         0         8         8         5
Vardas6408          Pavarde6408         9         8         4         7         7         10
Vardas6409          Pavarde6409         3         1         7         2         6         7
Vardas6410          Pavarde6410         5         0         2         7         8         10
Vardas6411          Pavarde6411         0         5         7         8         6         6
Vardas6412          Pavarde6412         5         8         9         5         10        3
Vardas6413          Pavarde6413         4         0         5         9         6         0
Vardas6414          Pavarde6414         5         1         1         4         1         5
Vardas6415          Pavarde6415         7         6         7         4         3         5
Vardas6416          Pavarde6416         6         8         9         6         1         10
Vardas6417          Pavarde6417         3         3         9         9         10        5
Vardas6418          Pavarde6418         6         5         3         4         8         3
Vardas6419          Pavarde6419         5         2         9         5         0         10
Vardas6420          Pavarde6420         6         3         1         10        3         10
Vardas6421          Pavarde6421         3         10        5         4         1         9
Vardas6422          Pavarde6422         9         5         0         1         10        0
Vardas6423          Pavarde6423         2         3         7         1         1         5
Vardas6424          Pavarde6424         0         2         6         10        10        9
Vardas6425          Pavarde6425         6         7         7         8         7         5
Vardas6426          Pavarde6426         9         2         9         9         6         10
Vardas6427          Pavarde6427         4         5         4         7         3         1
Vardas6428          Pavarde6428         4         4         4         7         10        6
Vardas6429          Pavarde6429         3         3         7         8         10        4
Vardas6430          Pavarde6430         1         9         10        6         9         1
Vardas6431          Pavarde6431         10        2         10        7         1         10
Vardas6432          Pavarde6432         1         9         7         3         7         7
Vardas6433          Pavarde6433         2         7         1         3         6         7
Vardas6434          Pavarde6434         7         9         3         9         8         1
Vardas6435          Pavarde6435         1         1         10        5         2         10
Vardas6436          Pavarde6436         8         3         6         5         8         5
Vardas6437          Pavarde6437         6         9         5         4         5         3
Vardas6438          Pavarde6438         5         4         0         7         6         10
Vardas6439          Pavarde6439         0         6         0         6         3         9
Vardas6440          Pavarde6440         5         3         0         6         7         1
Vardas6441          Pavarde6441         10        2         1         9         6         1
Vardas6442          Pavarde6442         3         8         8         0         5         2
Vardas6443          Pavarde6443         8         10        9         2         1         7
Vardas6444          Pavarde6444         8         3         2         4         5         9
Vardas6445          Pavarde6445         9         3         5         7         0         8
Vardas6446          Pavarde6446         9         5         8         10        6         1
Vardas6447          Pavarde6447         1         1         9         9         1         9
Vardas6448          Pavarde6448         7         4         6         6         1         3
Vardas6449          Pavarde6449         1         1         2         1         1         7
Vardas6450          Pavarde6450         0         7         3         7         4         8
Vardas6451          Pavarde6451         5         7         9         0         3         1
Vardas6452          Pavarde6452         4         7         7         1         10        0
Vardas6453          Pavarde6453         5         3         1         3         6         6
Vardas6454          Pavarde6454         3         1         9         2         8         7
Vardas6455          Pavarde6455         9         5         4         7         6         9
Vardas6456          Pavarde6456         1         8         9         1         8         0
Vardas6457          Pavarde6457         2         5         8         0         5         2
Vardas6458          Pavarde6458         9         1         2         3         3         5
Vardas6459          Pavarde6459         2         7         8         5         10        8
Vardas6460          Pavarde6460         1         8         2         10        10        10
Vardas6461          Pavarde6461         3         4         1         10        4         2
Vardas6462          Pavarde6462         4         4         1         10        8         4
Vardas6463          Pavarde6463         6         0         5         10        5         9
Vardas6464          Pavarde6464         6         2         1         2         2         6
Vardas6465          Pavarde6465         4         5         7         3         0         8
Vardas6466          Pavarde6466         0         5         0         9         3         3
Vardas6467          Pavarde6467         7         2         5         8         5         6
Vardas6468          Pavarde6468         8         8         6         3         9         8
Vardas6469          Pavarde6469         9         6         8         10        5         3
Vardas6470          Pavarde6470         8         4         6         7         9         1
Vardas6471          Pavarde6471         1         2         1         0         0         1
Vardas6472          Pavarde6472         8         1         3         6         4         3
Vardas6473          Pavarde6473         9         4         6         2         0         2
Vardas6474          Pavarde6474         2         5         3         7         5         5
Vardas6475          Pavarde6475         9         8         4         7         1         3
Vardas6476          Pavarde6476         7         4         0         10        0         1
Vardas6477          Pavarde6477         3         8         8         8         1         0
Vardas6478          Pavarde6478         3         10        3         3         5         3
Vardas6479          Pavarde6479         9         5         8         9         6         10
Vardas6480          Pavarde6480         1         4         1         6         10        9
Vardas6481          Pavarde6481         10        10        5         6         8         4
Vardas6482          Pavarde6482         6         4         4         0         0         9
Vardas6483          Pavarde6483         9         0         9         1         6         4
Vardas6484          Pavarde6484         8         10        8         0         1         7
Vardas6485          Pavarde6485         8         10        2         4         6         5
Vardas6486          Pavarde6486         10        9         9         5         10        2
Vardas6487          Pavarde6487         0         10        10        2         1         10
Vardas6488          Pavarde6488         9         6         9         9         7         6
Vardas6489          Pavarde6489         5         10        0         0         1         5
Vardas6490          Pavarde6490         5         3         2         3         4         3
Vardas6491          Pavarde6491         10        7         7         3         5         7
Vardas6492          Pavarde6492         9         9         9         1         9         1
Vardas6493          Pavarde6493         6         7         10        4         3         9
Vardas6494          Pavarde6494         3         8         0         8         4         8
Vardas6495          Pavarde6495         9         8         0         3         10        7
Vardas6496          Pavarde6496         8         6         8         10        9         2
Vardas6497          Pavarde6497         8         4         1         5         5         7
Vardas6498          Pavarde6498         5         5         5         7         6         1
Vardas6499          Pavarde6499         10        0         6         2         2         10
Vardas6500          Pavarde6500         9         3         1         8         9         3
Vardas6501          Pavarde6501         9         0         6         3         10        4
Vardas6502          Pavarde6502         6         10        1         6         1         7
Vardas6503          Pavarde6503         9         8         0         10        3         6
Vardas6504          Pavarde6504         2         10        3         1         9         10
Vardas6505          Pavarde6505         2         1         1         5         0         8
Vardas6506          Pavarde6506         6         0         9         9         4         2
Vardas6507          Pavarde6507         5         5         1         6         2         4
Vardas6508          Pavarde6508         7         5         0         6         10        2
Vardas6509          Pavarde6509         0         3         9         4         9         0
Vardas6510          Pavarde6510         2         4         5         6         1         0
Vardas6511          Pavarde6511         3         10        0         6         1         3
Vardas6512          Pavarde6512         5         3         1         10        10        6
Vardas6513          Pavarde6513         7         10        7         7         10        2
Vardas6514          Pavarde6514         10        6         5         5         2         5
Vardas6515          Pavarde6515         1         9         8         0         9         1
Vardas6516          Pavarde6516         2         5         7         6         2         5
Vardas6517          Pavarde6517         1         2         2         9         2         5
Vardas6518          Pavarde6518         0         0         1         2         10        3
Vardas6519          Pavarde6519         3         5         6         4         5         8
Vardas6520          Pavarde6520         0         4         3         10        8         6
Vardas6521          Pavarde6521         4         2         1         7         8         9
Vardas6522          Pavarde6522         0         7         4         5         7         2
Vardas6523          Pavarde6523         6         1         0         5         3         8
Vardas6524          Pavarde6524         8         6         2         8         9         6
Vardas6525          Pavarde6525         3         7         0         7         5         6
Vardas6526          Pavarde6526         1         4         4         7         10        2
Vardas6527          Pavarde6527         9         4         0         6         9         4
Vardas6528          Pavarde6528         5         0         10        10        10        3
Vardas6529          Pavarde6529         4         6         0         9         4         3
Vardas6530          Pavarde6530         8         8         4         5         7         1
Vardas6531          Pavarde6531         4         2         3         1         8         10
Vardas6532          Pavarde6532         2         3         7         7         5         7
Vardas6533          Pavarde6533         4         4         2         10        7         1
Vardas6534          Pavarde6534         5         10        0         8         5         0
Vardas6535          Pavarde6535         6         10        8         3         0         4
Vardas6536          Pavarde6536         8         0         6         1         8         4
Vardas6537          Pavarde6537         6         0         8         10        9         2
Vardas6538          Pavarde6538         7         10        0         8         4         4
Vardas6539          Pavarde6539         1         10        1         2         10        5
Vardas6540          Pavarde6540         5         6         8         6         0         4
Vardas6541          Pavarde6541         10        6         6         9         0         3
Vardas6542          Pavarde6542         2         4         7         9         8         4
Vardas6543          Pavarde6543         1         10        1         9         9         4
Vardas6544          Pavarde6544         6         7         5         1         2         3
Vardas6545          Pavarde6545         10        3         9         1         3         8
Vardas6546          Pavarde6546         4         8         4         1         5         5
Vardas6547          Pavarde6547         10        7         5         2         0         8
Vardas6548          Pavarde6548         6         3         10        2         10        8
Vardas6549          Pavarde6549         1         9         0         7         3         10
Vardas6550          Pavarde6550         3         1         4         7         6         4
Vardas6551          Pavarde6551         2         8         4         9         3         1
Vardas6552          Pavarde6552         2         7         10        1         6         1
Vardas6553          Pavarde6553         6         4         0         2         5         4
Vardas6554          Pavarde6554         10        5         4         1         1         2
Vardas6555          Pavarde6555         7         2         4         9         4         4
Vardas6556          Pavarde6556         8         6         9         10        10        10
Vardas6557          Pavarde6557         6         7         8         9         5         3
Vardas6558          Pavarde6558         7         6         1         9         3         0
Vardas6559          Pavarde6559         9         2         3         10        10        2
Vardas6560          Pavarde6560         4         7         6         0         6         0
Vardas6561          Pavarde6561         8         7         7         2         9         10
Vardas6562          Pavarde6562         8         1         0         8         2         10
Vardas6563          Pavarde6563         4         10        1         10        4         0
Vardas6564          Pavarde6564         0         8         5         8         4         2
Vardas6565          Pavarde6565         1         8         10        8         4         2
Vardas6566          Pavarde6566         10        7         9         3         5         4
Vardas6567          Pavarde6567         8         5         6         4         6         5
Vardas6568          Pavarde6568         8         8         1         1         4         9
Vardas6569          Pavarde6569         8         5         0         3         4         7
Vardas6570          Pavarde6570         8         9         6         3         8         8
Vardas6571          Pavarde6571         6         3         0         2         4         2
Vardas6572          Pavarde6572         3         6         8         9         2         8
Vardas6573          Pavarde6573         10        8         10        10        10        8
Vardas6574          Pavarde6574         3         2         9         0         1         5
Vardas6575          Pavarde6575         5         0         6         7         5         7
Vardas6576          Pavarde6576         10        2         4         3         9         3
Vardas6577          Pavarde6577         4         0         10        7         5         5
Vardas6578          Pavarde6578         5         7         5         6         0         7
Vardas6579          Pavarde6579         8         3         5         1         5         4
Vardas6580          Pavarde6580         5         1         0         4         7         1
Vardas6581          Pavarde6581         9         8         1         10        6         10
Vardas6582          Pavarde6582         3         7         3         2         0         4
Vardas6583          Pavarde6583         7         7         8         4         5         6
Vardas6584          Pavarde6584         2         4         3         5         3         10
Vardas6585          Pavarde6585         5         9         4         10        3         8
Vardas6586          Pavarde6586         6         5         5         1         3         1
Vardas6587          Pavarde6587         8         5         5         8         1         1
Vardas6588          Pavarde6588         6         5         2         5         8         10
Vardas6589          Pavarde6589         1         3         0         4         8         4
Vardas6590          Pavarde6590         7         5         5         6         4         1
Vardas6591          Pavarde6591         4         3         5         10        3         1
Vardas6592          Pavarde6592         0         4         6         7         8         7
Vardas6593          Pavarde6593         8         8         4         2         10        10
Vardas6594          Pavarde6594         4         8         6         0         6         5
Vardas6595          Pavarde6595         10        3         2         9         4         5
Vardas6596          Pavarde6596         10        7         0         4         6         0
Vardas6597          Pavarde6597         7         8         5         3         8         9
Vardas6598          Pavarde6598         1         6         8         4         9         8
Vardas6599          Pavarde6599         3         1         3         1         6         7
Vardas6600          Pavarde6600         8         3         2         7         8         8
Vardas6601          Pavarde6601         6         8         3         10        5         0
Vardas6602          Pavarde6602         2         2         10        6         2         1
Vardas6603          Pavarde6603         7         10        6         2         8         2
Vardas6604          Pavarde6604         3         5         6         1         9         5
Vardas6605          Pavarde6605         9         9         5         7         1         6
Vardas6606          Pavarde6606         4         5         0         2         6         8
Vardas6607          Pavarde6607         2         3         6         1         4         8
Vardas6608          Pavarde6608         4         6         4         8         9         6
Vardas6609          Pavarde6609         9         7         5         2         10        9
Vardas6610          Pavarde6610         2         4         3         5         10        9
Vardas6611          Pavarde6611         1         5         5         10        7         2
Vardas6612          Pavarde6612         5         8         9         4         2         2
Vardas6613          Pavarde6613         7         4         6         6         10        10
Vardas6614          Pavarde6614         4         9         3         7         7         6
Vardas6615          Pavarde6615         8         7         7         8         7         3
Vardas6616          Pavarde6616         6         1         10        10        10        5
Vardas6617          Pavarde6617         1         4         9         9         8         0
Vardas6618          Pavarde6618         6         7         8         8         4         3
Vardas6619          Pavarde6619         1         9         10        3         8         1
Vardas6620          Pavarde6620         6         8         5         2         8         2
Vardas6621          Pavarde6621         9         6         2         0         4         1
